X,Y,OBJECTID,DIRECCION_INCIDENTE,TIPO_DE_INCIDENTE,TIPO_DE_ACTORES_VIALES_IMPLICAD,AFECTACIÓN_PERSONAS,FECHA_INCIDENTE__DD_MM_AAAA_,LATITUD,LONGITUD
-74.0763216999999,4.66644260015326,14936,Carrera 51 con Calle 71 bis,Choque con lesionado,Motociclista lesionado (2),Con lesionados,2025/06/06 00:00:00+00,4.6664426,-74.0763217
-74.1335525,4.58123060015046,14937,Diagonal 51A sur con Carrera 27,Choque con lesionado,Automóvil particular (1) - Ciclista lesionado (1),Con lesionados,2025/06/06 00:00:00+00,4.5812306,-74.1335525
-74.1492360999999,4.62174160015183,14938,Calle 36 sur con Carrera 77,Choque simple,Motocicleta (1) - Bicicleta (1),Sin lesionados,2025/06/06 00:00:00+00,4.6217416,-74.1492361
-74.1040181,4.68410710015386,14939,"Calle 66 con Carrera 77, sentido or→occ",Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1),Con lesionados,2025/06/06 00:00:00+00,4.6841071,-74.1040181
-74.0285817,4.72077080015501,14940,"Carrera 7B con Calle 145, sentido s→n",Choque con lesionado,Camioneta (1) - Motociclista lesionado (1),Con lesionados,2025/06/06 00:00:00+00,4.7207708,-74.0285817
-74.0929017999999,4.71710150015494,14942,"Carrera 91 con Calle 127, sentido s→n",Choque con lesionado,Motocicleta (1) - Ciclista lesionado (1),Con lesionados,2025/06/06 00:00:00+00,4.7171015,-74.0929018
-74.1029498999999,4.65219300015282,14943,"Av El Dorado (Calle 26) con Av Ciudad de Cali, sentido or→occ",Choque con lesionado,Motocicleta (2) - Motociclista lesionado (1),Con lesionados,2025/06/06 00:00:00+00,4.652193,-74.1029499
-74.0699704,4.71147320015474,14944,"Carrera 58 con Calle 127, sentido s→n",Choque con lesionado,Camioneta (1) - Patineta (1) - Conductor lesionado (1),Con lesionados,2025/06/06 00:00:00+00,4.7114732,-74.0699704
-74.1085055999999,4.70672010015457,14945,"Av Calle 80 con Carrera 94K, sentido occ→or",Choque con lesionado,Motociclista lesionado (2),Con lesionados,2025/06/06 00:00:00+00,4.7067201,-74.1085056
-74.1389038999999,4.53920490014915,14946,Carrera 17A con Calle 78A sur,Choque con lesionado,Camión (2) - Peatón lesionado (1),Con lesionados,2025/06/06 00:00:00+00,4.5392049,-74.1389039
-74.080502,4.69541390015422,14947,"Carrera 71 con Calle 97, sentido n→s",Choque con lesionado,Motocicleta (2) - Motociclista lesionado (1),Con lesionados,2025/06/06 00:00:00+00,4.6954139,-74.080502
-74.0999528999999,4.69604740015424,14948,"Carrera 80B con Calle 75, sentido s→n",Choque con lesionado,Taxi (1) - Motociclista lesionado (1),Con lesionados,2025/06/06 00:00:00+00,4.6960474,-74.0999529
-74.0957953,4.597516200151,14949,Carrera 1 con Calle 2,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1),Con lesionados,2025/06/06 00:00:00+00,4.5975162,-74.0957953
-74.0778692,4.59022940015079,14950,"Av Comuneros con Carrera 42, sentido or→occ",Choque simple,Motocicleta (2),Sin lesionados,2025/06/06 00:00:00+00,4.5902294,-74.0778692
-74.0590862,4.71018070015467,14951,"Carrera 75 con Calle 127B, sentido s→n",Atropello,Motocicleta (1) - Peatón lesionado (1),Con lesionados,2025/06/06 00:00:00+00,4.7101807,-74.0590862
-74.0391475,4.79728990015754,14952,"Autopista Norte con Calle 222, sentido n→s",Choque simple,Automóvil particular (1) - Motocicleta (2),Sin lesionados,2025/06/06 00:00:00+00,4.7972899,-74.0391475
-74.1808578,4.60908450015141,14953,"Av Bosa con Av Agoberto Mejía, sentido or→occ",Choque con lesionado,Motocicleta (2) - Motociclista lesionado (1),Con lesionados,2025/06/06 00:00:00+00,4.6090845,-74.1808578
-74.0915689999999,4.69686400015427,14954,"Autopista Sur con Carrera 74, sentido occ→or",Varado,Vehículo escolar (1),Sin lesionados,2025/06/06 00:00:00+00,4.696864,-74.091569
-74.0876704,4.5509765001495,14955,Av Ciudad de Villavicencio con Calle 38,Choque con lesionado,Bus / buseta (1) - Motociclista lesionado (1),Con lesionados,2025/06/06 00:00:00+00,4.5509765,-74.0876704
-74.1399334,4.61757280015169,14956,"Av Boyacá con Calle 34 sur, sentido s→n",Choque con lesionado,Motocicleta (2) - Motociclista lesionado (1),Con lesionados,2025/06/06 00:00:00+00,4.6175728,-74.1399334
-74.1077587,4.61560700015163,14957,Carrera 41A con Calle 5,Choque con lesionado,Taxi (1) - Automóvil particular (1) - Conductor lesionado (1),Con lesionados,2025/06/06 00:00:00+00,4.615607,-74.1077587
-74.1155752,4.59233910015087,14958,Carrera 30 con Calle 30 sur,Choque con lesionado,Automóvil particular (1) - Ciclista lesionado (1),Con lesionados,2025/06/06 00:00:00+00,4.5923391,-74.1155752
-74.0872072,4.5937454001509,14959,Av Caracas con Calle 2,Falla semafórica,Intersección semafórica (1),Sin lesionados,2025/06/06 00:00:00+00,4.5937454,-74.0872072
-74.1420984,4.70884590015463,14960,Calle 63B con Carrera 114,Choque con lesionado,Vehículo escolar (1) - Acompañante lesionado (5) - Ciclista lesionado (1),Con lesionados,2025/06/06 00:00:00+00,4.7088459,-74.1420984
-74.1090298999999,4.58917300015078,14961,"Av Primero de Mayo con Carrera 27, sentido or→occ",Choque simple,Bus / buseta (2),Sin lesionados,2025/06/06 00:00:00+00,4.589173,-74.1090299
-74.0947771,4.71585400015486,14962,Carrera 91 con Calle 99A,Choque con lesionado,Motocicleta (1) - Ciclista lesionado (1),Con lesionados,2025/06/06 00:00:00+00,4.715854,-74.0947771
-74.0420111999999,4.67420090015354,14963,Av Carrera 7 con Calle 94,Atropello,Patineta (1) - Peatón lesionado (1) - Conductor lesionado (1),Con lesionados,2025/06/06 00:00:00+00,4.6742009,-74.0420112
-74.0896913,4.59952230015109,14964,"Av Comuneros con Carrera 15, sentido or→occ",Choque simple,Taxi (1) - Motocicleta (1),Sin lesionados,2025/06/06 00:00:00+00,4.5995223,-74.0896913
-74.0636517999999,4.6730152001535,14965,Carrera 16A con Calle 85,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1),Con lesionados,2025/06/06 00:00:00+00,4.6730152,-74.0636518
-74.1008484,4.67071460015341,14966,Av José Celestino Mutis con Carrera 90A,Choque simple,Camión (1) - Automóvil particular (1),Sin lesionados,2025/06/06 00:00:00+00,4.6707146,-74.1008484
-74.050061,4.73678450015557,14967,"Carrera 46 con Calle 152A, sentido s→n",Choque con lesionado,Volqueta (1) - Motociclista lesionado (1),Con lesionados,2025/06/06 00:00:00+00,4.7367845,-74.050061
-74.1400025999999,4.5928167001509,14968,Diagonal 47A sur con Carrera 61A,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1),Con lesionados,2025/06/06 00:00:00+00,4.5928167,-74.1400026
-74.1928088,4.62188220015184,14969,Carrera 87C con Calle 66A sur,Atropello,Motocicleta (1) - Peatón lesionado (1),Con lesionados,2025/06/06 00:00:00+00,4.6218822,-74.1928088
-74.1103098999999,4.62221580015183,14970,Carrera 50 con Calle 3,Atropello,Automóvil particular (1) - Peatón lesionado (1),Con lesionados,2025/06/06 00:00:00+00,4.6222158,-74.1103099
-74.1347122999999,4.71337160015482,14971,Calle 70A con Carrera 115D,"Caída de objetos en vía (árbol, cables, otros)",Árbol (1),Sin lesionados,2025/06/06 00:00:00+00,4.7133716,-74.1347123
-74.1670402999999,4.63413480015219,14972,Calle 40B sur con Carrera 87,Choque simple,Automóvil particular (2),Sin lesionados,2025/06/06 00:00:00+00,4.6341348,-74.1670403
-74.0903876,4.63433500015219,14973,Av El Dorado (Calle 26) con Av Boyacá,Choque con lesionado,Automóvil particular (1) - Ciclista lesionado (1),Con lesionados,2025/06/06 00:00:00+00,4.634335,-74.0903876
-74.0998876,4.5015421001479,14974,"Av Carrera 7 con Calle 85, sentido s→n",Varado,Automóvil particular (1),Sin lesionados,2025/06/06 00:00:00+00,4.5015421,-74.0998876
-74.1298649,4.57026640015013,14975,"Av Ciudad de Villavicencio con Calle 51 sur, sentido occ→or",Choque con lesionado,Camión (1) - Motociclista lesionado (1),Con lesionados,2025/06/06 00:00:00+00,4.5702664,-74.1298649
-74.093151,4.69323700015416,14976,Carrera 73A con Calle 76,Choque con lesionado,Motocicleta (1) - Ciclista lesionado (1),Con lesionados,2025/06/06 00:00:00+00,4.693237,-74.093151
-74.0582454999999,4.67070940015338,14977,"Calle 1 con Carrera 19A, sentido or→occ",Choque con lesionado,Motocicleta (2) - Motociclista lesionado (1),Con lesionados,2025/06/06 00:00:00+00,4.6707094,-74.0582455
-74.1149839,4.63445370015223,14978,"Av Centenario (Calle 13) con Carrera 65, sentido occ→or",Choque con lesionado,Camión (1) - Motociclista lesionado (1),Con lesionados,2025/06/06 00:00:00+00,4.6344537,-74.1149839
-74.172516,4.61994730015174,14979,Carrera 51 con Calle 50 sur,Choque simple,Bus SITP (1) - Automóvil particular (1),Sin lesionados,2025/06/06 00:00:00+00,4.6199473,-74.172516
-74.167963,4.63039980015207,14980,"Av Ciudad de Cali con Calle 42A sur, sentido s→n",Choque con lesionado,Automóvil particular (1) - Motocicleta (1),Con lesionados,2025/06/06 00:00:00+00,4.6303998,-74.167963
-74.112496,4.59456820015091,14981,"Av Primero de Mayo con Carrera 30, sentido occ→or",Choque con lesionado,Bus / buseta (1) - Motociclista lesionado (1),Con lesionados,2025/06/06 00:00:00+00,4.5945682,-74.112496
-74.0962254,4.74674170015586,14982,Av Suba con Av Ciudad de Cali,Choque con lesionado,Motociclista lesionado (1) - Bicitaxi (1),Con lesionados,2025/06/06 00:00:00+00,4.7467417,-74.0962254
-74.0751814,4.60275290015119,14983,"Carrera 9 con Calle 15, sentido s→n",Choque simple,Automóvil particular (2),Sin lesionados,2025/06/06 00:00:00+00,4.6027529,-74.0751814
-74.046528,4.74924980015594,14984,"Autopista Norte con Calle 168, sentido n→s",Atropello,Patineta (1) - Peatón lesionado (1),Con lesionados,2025/06/06 00:00:00+00,4.7492498,-74.046528
-74.0626273999999,4.74694710015589,14985,Calle 163 con Carrera 62,Autolesionado,Motociclista lesionado (1),Con lesionados,2025/06/06 00:00:00+00,4.7469471,-74.0626274
-74.1464625999999,4.56224130014986,14986,Carrera 20 con Calle 65 sur,Atropello,Camión (1) - Peatón lesionado (1),Con lesionados,2025/06/06 00:00:00+00,4.5622413,-74.1464626
-74.071948,4.71090040015473,14987,Av Suba con Calle 127,Choque simple,Automóvil particular (1) - Motocicleta (1),Sin lesionados,2025/06/06 00:00:00+00,4.7109004,-74.071948
-74.0628747,4.63944130015238,14988,Av Carrera 7 con Calle 53,Choque con lesionado,Camioneta (2) - Conductor lesionado (1) - Ciclista lesionado (1),Con lesionados,2025/06/06 00:00:00+00,4.6394413,-74.0628747
-74.1056207,4.68360870015381,14989,Carrera 77A con Calle 64J,Choque simple,Automóvil particular (1) - Bicicleta (1),Sin lesionados,2025/06/06 00:00:00+00,4.6836087,-74.1056207
-74.1597177,4.61216830015152,14990,Carrera 78 con Calle 42G sur,Choque simple,Automóvil particular (1) - Motocicleta (2),Sin lesionados,2025/06/06 00:00:00+00,4.6121683,-74.1597177
-74.0766907,4.61099380015149,14991,"Carrera 16 con Calle 21, sentido s→n",Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1),Con lesionados,2025/06/06 00:00:00+00,4.6109938,-74.0766907
-74.0140388,4.66965640015339,14992,Vía Bogotá - La Calera con km 1,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1),Con lesionados,2025/06/06 00:00:00+00,4.6696564,-74.0140388
-74.1033146,4.6246071001519,14993,Calle 13 con Carrera 45,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1),Con lesionados,2025/06/06 00:00:00+00,4.6246071,-74.1033146
-74.0504428,4.66124210015308,14994,"Av Carrera 7 con Calle 79B, sentido n→s",Choque con lesionado,,Con lesionados,2025/06/06 00:00:00+00,4.6612421,-74.0504428
-74.1560782,4.5781227001504,14995,"Av Ciudad de Villavicencio con Carrera 49, sentido occ→or",Choque simple,Automóvil particular (2),Sin lesionados,2025/06/06 00:00:00+00,4.5781227,-74.1560782
-74.1681146,4.69473290015421,14996,"Av Centenario (Calle 13) con Carrera 135, sentido occ→or",Choque simple,Tractocamión (1) - Bus / buseta (1),Sin lesionados,2025/06/06 00:00:00+00,4.6947329,-74.1681146
-74.1238941,4.60413770015121,14997,Av Primero de Mayo con Carrera 17,Choque con lesionado,Motociclista lesionado (2),Con lesionados,2025/06/06 00:00:00+00,4.6041377,-74.1238941
-74.0584162,4.65579880015294,14998,"NQS con Calle 71, sentido n→s",Choque con lesionado,Motociclista lesionado (2),Con lesionados,2025/06/06 00:00:00+00,4.6557988,-74.0584162
-74.1355101,4.59379110015089,14999,"Carrera 52A con Diagonal 45B sur, sentido s→n",Choque simple,Camión (1) - Bus SITP (1) - Automóvil particular (1),Sin lesionados,2025/06/06 00:00:00+00,4.5937911,-74.1355101
-74.1618746,4.60232070015119,15000,Av Ciudad de Villavicencio con Calle 59A sur,Caida de ocupante,Bus articulado / biarticulado (1) - Pasajero lesionado (1),Con lesionados,2025/06/06 00:00:00+00,4.6023207,-74.1618746
-74.1395934,4.57304090015021,15001,Av Boyacá con Carrera 24,Choque simple,Taxi (1) - Automóvil particular (1),Sin lesionados,2025/06/06 00:00:00+00,4.5730409,-74.1395934
-74.0699451,4.69998270015433,15002,"Av Suba con Calle 116, sentido or→occ",Choque simple,Automóvil particular (1) - Motocicleta (1),Sin lesionados,2025/06/06 00:00:00+00,4.6999827,-74.0699451
-74.1594868,4.69058630015407,15003,"Av Centenario (Calle 13) con Carrera 126, sentido or→occ",Varado,Camión (1),Sin lesionados,2025/06/06 00:00:00+00,4.6905863,-74.1594868
-74.0932238999999,4.60269740015121,15004,"Carrera 24 con Calle 6 bis, sentido or→occ",Choque simple,Taxi (1) - Automóvil particular (1),Sin lesionados,2025/06/06 00:00:00+00,4.6026974,-74.0932239
-74.1097907,4.61616530015162,15005,"Calle 3 con Carrera 41C, sentido or→occ",Choque simple,Automóvil particular (1) - Motocicleta (1),Sin lesionados,2025/06/06 00:00:00+00,4.6161653,-74.1097907
-74.1008484,4.67071460015341,15006,"Av José Celestino Mutis con Carrera 50, sentido occ→or",Choque simple,Taxi (1) - Motocicleta (1),Sin lesionados,2025/06/06 00:00:00+00,4.6707146,-74.1008484
-74.0655925999999,4.63719600015234,15007,"Calle 50 con Carrera 13, sentido occ→or",Choque simple,Automóvil particular (2),Sin lesionados,2025/06/06 00:00:00+00,4.637196,-74.0655926
-74.1530964,4.68067030015371,15008,"Calle 17 con Carrera 112B, sentido occ→or",Choque simple,Camión (1) - Bicitaxi (1),Sin lesionados,2025/06/06 00:00:00+00,4.6806703,-74.1530964
-74.1001764,4.68035670015373,15009,"Av Boyacá con Calle 48A, sentido s→n",Manifestación,Peatón (20),Sin lesionados,2025/06/06 00:00:00+00,4.6803567,-74.1001764
-74.112496,4.59456820015091,15010,Av Primero de Mayo con Carrera 30,Choque simple,Motocicleta (2),Sin lesionados,2025/06/06 00:00:00+00,4.5945682,-74.112496
-74.1092211,4.59794860015104,15011,"Transversal 31 con Calle 12 sur, sentido s→n",Choque simple,Camión (1) - Automóvil particular (1),Sin lesionados,2025/06/06 00:00:00+00,4.5979486,-74.1092211
-74.0773768,4.62166880015183,15012,Av El Dorado (Calle 26) con Carrera 25,Choque simple,Camioneta (1) - Taxi (1),Sin lesionados,2025/06/06 00:00:00+00,4.6216688,-74.0773768
-74.0883135,4.51649790014838,15013,Calle 74A sur con Carrera 17 este,Manifestación,Peatón (10),Sin lesionados,2025/06/06 00:00:00+00,4.5164979,-74.0883135
-74.0924806,4.72247200015508,15014,"Carrera 93 con Calle 128A, sentido n→s",Autolesionado,Motociclista lesionado (1),Con lesionados,2025/06/06 00:00:00+00,4.722472,-74.0924806
-74.1373103,4.55928920014975,15015,"Carrera 18 bis con Calle 60G sur, sentido s→n",Choque con lesionado,Volqueta (1) - Motociclista lesionado (1),Con lesionados,2025/06/06 00:00:00+00,4.5592892,-74.1373103
-74.0903876,4.63433500015219,15016,"NQS con Av El Dorado (Calle 26), sentido n→s",Autolesionado,Motociclista lesionado (1),Con lesionados,2025/06/06 00:00:00+00,4.634335,-74.0903876
-74.125267,4.67204830015343,15017,Av Ciudad de Cali con Av La Esperanza,Falla semafórica,Intersección semafórica (1),Sin lesionados,2025/06/06 00:00:00+00,4.6720483,-74.125267
-74.0610139999999,4.64050240015243,15018,Calle 54A con Carrera 4A,Autolesionado,Motociclista lesionado (1),Con lesionados,2025/06/06 00:00:00+00,4.6405024,-74.061014
-74.0720919999999,4.71098860015473,15019,-,,,,2025/06/06 00:00:00+00,4.7109886,-74.072092
-74.1051619,4.59993660015108,15020,"NQS con Calle 1C, sentido n→s",Atropello,Motocicleta (1) - Peatón lesionado (1),Con lesionados,2025/06/06 00:00:00+00,4.5999366,-74.1051619
-74.1675437,4.62374330015189,15021,Carrera 81 con Av Ciudad de Villavicencio,Falla semafórica,Intersección semafórica (1),Sin lesionados,2025/06/06 00:00:00+00,4.6237433,-74.1675437
-74.1691375,4.62510770015193,15022,Carrera 81G con Av Ciudad de Villavicencio,Falla semafórica,Intersección semafórica (1),Sin lesionados,2025/06/06 00:00:00+00,4.6251077,-74.1691375
-74.1693901,4.62569520015194,15023,Carrera 81H con Av Ciudad de Villavicencio,Falla semafórica,Intersección semafórica (1),Sin lesionados,2025/06/06 00:00:00+00,4.6256952,-74.1693901
-74.0670231,4.62139890015179,15024,"Av Carrera 7 con Calle 34, sentido s→n",Autolesionado,Motociclista lesionado (1),Con lesionados,2025/06/06 00:00:00+00,4.6213989,-74.0670231
-74.0512634999999,4.65754580015297,15025,"Diagonal 75 con Carrera 4, sentido occ→or",Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1),Con lesionados,2025/06/06 00:00:00+00,4.6575458,-74.0512635
-74.1232807,4.58005040015047,15026,Carrera 24 con Calle 41B sur,Autolesionado,Motociclista lesionado (1),Con lesionados,2025/06/06 00:00:00+00,4.5800504,-74.1232807
-74.205418,4.62330490015186,15027,Carrera 89A con Calle 79 sur,Choque con lesionado,Camión (1) - Motociclista lesionado (1),Con lesionados,2025/06/06 00:00:00+00,4.6233049,-74.205418
-74.0631744999999,4.63245420015215,15028,Carrera 6 con Calle 46,Choque con lesionado,Automóvil particular (2) - Conductor lesionado (1),Con lesionados,2025/06/06 00:00:00+00,4.6324542,-74.0631745
-74.1034615,4.64435760015253,15029,Carrera 60 con Calle 23A,Choque con lesionado,Taxi (1) - Ciclista lesionado (1),Con lesionados,2025/06/06 00:00:00+00,4.6443576,-74.1034615
-74.0857455,4.56790480015008,15030,"Carrera 9 este con Calle 32A sur, sentido n→s",Choque con lesionado,Automóvil particular (1) - Ciclista lesionado (1),Con lesionados,2025/06/06 00:00:00+00,4.5679048,-74.0857455
-74.0979093999999,4.67480120015354,15031,Calle 23A con Carrera 70,Choque con lesionado,Taxi (1) - Ciclista lesionado (1),Con lesionados,2025/06/06 00:00:00+00,4.6748012,-74.0979094
-74.1277617,4.58487980015063,15032,"Carrera 29 con Calle 44 sur, sentido s→n",Atropello,Automóvil particular (1) - Peatón lesionado (1),Con lesionados,2025/06/06 00:00:00+00,4.5848798,-74.1277617
-74.0792857,4.60203250015118,15033,Calle 12 con Carrera 13,Choque simple,Automóvil particular (1) - Taxi (1),Sin lesionados,2025/06/06 00:00:00+00,4.6020325,-74.0792857
-74.109178,4.62910180015207,15034,Av Centenario (Calle 13) con Carrera 112B,Choque con lesionado,Camión (1) - Bicitaxi (1) - Pasajero lesionado (3),Con lesionados,2025/06/06 00:00:00+00,4.6291018,-74.109178
